Census,School Name,Category,Year Level,Students
01 February 2010,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 9,4
01 August 2009,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 9,4
01 February 2009,University of Canberra Senior Secondary College Lake Ginninderra,Gov,Year 9,3
01 August 2010,Urambi Primary School,Gov,Kindergarten,39
01 February 2010,Urambi Primary School,Gov,Kindergarten,41
01 August 2009,Urambi Primary School,Gov,Kindergarten,42
01 February 2009,Urambi Primary School,Gov,Kindergarten,45
01 August 2010,Urambi Primary School,Gov,Preschool,87
01 February 2010,Urambi Primary School,Gov,Preschool,86
01 August 2009,Urambi Primary School,Gov,Preschool,79
01 February 2009,Urambi Primary School,Gov,Preschool,82
01 August 2010,Urambi Primary School,Gov,Year 1,33
01 February 2010,Urambi Primary School,Gov,Year 1,37
01 August 2009,Urambi Primary School,Gov,Year 1,33
01 February 2009,Urambi Primary School,Gov,Year 1,30
01 August 2010,Urambi Primary School,Gov,Year 2,38
01 February 2010,Urambi Primary School,Gov,Year 2,39
01 August 2009,Urambi Primary School,Gov,Year 2,38
01 February 2009,Urambi Primary School,Gov,Year 2,40
01 August 2010,Urambi Primary School,Gov,Year 3,33
01 February 2010,Urambi Primary School,Gov,Year 3,34
01 August 2009,Urambi Primary School,Gov,Year 3,44
01 February 2009,Urambi Primary School,Gov,Year 3,42
01 August 2010,Urambi Primary School,Gov,Year 4,35
01 February 2010,Urambi Primary School,Gov,Year 4,36
01 August 2009,Urambi Primary School,Gov,Year 4,37
01 February 2009,Urambi Primary School,Gov,Year 4,38
01 August 2010,Urambi Primary School,Gov,Year 5,38
01 February 2010,Urambi Primary School,Gov,Year 5,39
01 August 2009,Urambi Primary School,Gov,Year 5,37
01 February 2009,Urambi Primary School,Gov,Year 5,33
01 August 2010,Urambi Primary School,Gov,Year 6,30
01 February 2010,Urambi Primary School,Gov,Year 6,31
01 August 2009,Urambi Primary School,Gov,Year 6,45
01 February 2009,Urambi Primary School,Gov,Year 6,46
10 February 2023,Wanniassa Hills Primary School,Gov,Kindergarten,42
05 August 2022,Wanniassa Hills Primary School,Gov,Kindergarten,54
18 February 2022,Wanniassa Hills Primary School,Gov,Kindergarten,52
06 August 2021,Wanniassa Hills Primary School,Gov,Kindergarten,52
19 February 2021,Wanniassa Hills Primary School,Gov,Kindergarten,57
07 August 2020,Wanniassa Hills Primary School,Gov,Kindergarten,70
19 February 2020,Wanniassa Hills Primary School,Gov,Kindergarten,68
02 August 2019,Wanniassa Hills Primary School,Gov,Kindergarten,54
20 February 2019,Wanniassa Hills Primary School,Gov,Kindergarten,54
03 August 2018,Wanniassa Hills Primary School,Gov,Kindergarten,76
21 February 2018,Wanniassa Hills Primary School,Gov,Kindergarten,80
04 August 2017,Wanniassa Hills Primary School,Gov,Kindergarten,61
15 February 2017,Wanniassa Hills Primary School,Gov,Kindergarten,59
05 August 2016,Wanniassa Hills Primary School,Gov,Kindergarten,74
17 February 2016,Wanniassa Hills Primary School,Gov,Kindergarten,73
07 August 2015,Wanniassa Hills Primary School,Gov,Kindergarten,49
18 February 2015,Wanniassa Hills Primary School,Gov,Kindergarten,52
01 August 2014,Wanniassa Hills Primary School,Gov,Kindergarten,49
19 February 2014,Wanniassa Hills Primary School,Gov,Kindergarten,58
01 August 2013,Wanniassa Hills Primary School,Gov,Kindergarten,58
01 February 2013,Wanniassa Hills Primary School,Gov,Kindergarten,58
01 August 2012,Wanniassa Hills Primary School,Gov,Kindergarten,39
01 February 2012,Wanniassa Hills Primary School,Gov,Kindergarten,38
01 August 2011,Wanniassa Hills Primary School,Gov,Kindergarten,61
01 February 2011,Wanniassa Hills Primary School,Gov,Kindergarten,61
01 August 2010,Wanniassa Hills Primary School,Gov,Kindergarten,53
01 February 2010,Wanniassa Hills Primary School,Gov,Kindergarten,53
01 August 2009,Wanniassa Hills Primary School,Gov,Kindergarten,52
01 February 2009,Wanniassa Hills Primary School,Gov,Kindergarten,54
10 February 2023,Wanniassa Hills Primary School,Gov,Preschool,42
05 August 2022,Wanniassa Hills Primary School,Gov,Preschool,46
18 February 2022,Wanniassa Hills Primary School,Gov,Preschool,46
06 August 2021,Wanniassa Hills Primary School,Gov,Preschool,54
19 February 2021,Wanniassa Hills Primary School,Gov,Preschool,55
07 August 2020,Wanniassa Hills Primary School,Gov,Preschool,57
19 February 2020,Wanniassa Hills Primary School,Gov,Preschool,57
02 August 2019,Wanniassa Hills Primary School,Gov,Preschool,65
20 February 2019,Wanniassa Hills Primary School,Gov,Preschool,64
03 August 2018,Wanniassa Hills Primary School,Gov,Preschool,50
21 February 2018,Wanniassa Hills Primary School,Gov,Preschool,54
04 August 2017,Wanniassa Hills Primary School,Gov,Preschool,65
15 February 2017,Wanniassa Hills Primary School,Gov,Preschool,66
05 August 2016,Wanniassa Hills Primary School,Gov,Preschool,64
17 February 2016,Wanniassa Hills Primary School,Gov,Preschool,61
07 August 2015,Wanniassa Hills Primary School,Gov,Preschool,87
18 February 2015,Wanniassa Hills Primary School,Gov,Preschool,90
01 August 2014,Wanniassa Hills Primary School,Gov,Preschool,72
19 February 2014,Wanniassa Hills Primary School,Gov,Preschool,74
01 August 2013,Wanniassa Hills Primary School,Gov,Preschool,81
01 February 2013,Wanniassa Hills Primary School,Gov,Preschool,76
01 August 2012,Wanniassa Hills Primary School,Gov,Preschool,73
01 February 2012,Wanniassa Hills Primary School,Gov,Preschool,74
01 August 2011,Wanniassa Hills Primary School,Gov,Preschool,60
01 February 2011,Wanniassa Hills Primary School,Gov,Preschool,61
01 August 2010,Wanniassa Hills Primary School,Gov,Preschool,82
01 February 2010,Wanniassa Hills Primary School,Gov,Preschool,79
01 August 2009,Wanniassa Hills Primary School,Gov,Preschool,68
01 February 2009,Wanniassa Hills Primary School,Gov,Preschool,70
10 February 2023,Wanniassa Hills Primary School,Gov,Year 1,56
05 August 2022,Wanniassa Hills Primary School,Gov,Year 1,51
18 February 2022,Wanniassa Hills Primary School,Gov,Year 1,51
06 August 2021,Wanniassa Hills Primary School,Gov,Year 1,54
19 February 2021,Wanniassa Hills Primary School,Gov,Year 1,54
07 August 2020,Wanniassa Hills Primary School,Gov,Year 1,47
19 February 2020,Wanniassa Hills Primary School,Gov,Year 1,51
02 August 2019,Wanniassa Hills Primary School,Gov,Year 1,72
20 February 2019,Wanniassa Hills Primary School,Gov,Year 1,73
03 August 2018,Wanniassa Hills Primary School,Gov,Year 1,54
21 February 2018,Wanniassa Hills Primary School,Gov,Year 1,56
04 August 2017,Wanniassa Hills Primary School,Gov,Year 1,67
15 February 2017,Wanniassa Hills Primary School,Gov,Year 1,73
05 August 2016,Wanniassa Hills Primary School,Gov,Year 1,42
17 February 2016,Wanniassa Hills Primary School,Gov,Year 1,47
07 August 2015,Wanniassa Hills Primary School,Gov,Year 1,39
18 February 2015,Wanniassa Hills Primary School,Gov,Year 1,46
01 August 2014,Wanniassa Hills Primary School,Gov,Year 1,49
19 February 2014,Wanniassa Hills Primary School,Gov,Year 1,54
01 August 2013,Wanniassa Hills Primary School,Gov,Year 1,38
01 February 2013,Wanniassa Hills Primary School,Gov,Year 1,43
01 August 2012,Wanniassa Hills Primary School,Gov,Year 1,57
01 February 2012,Wanniassa Hills Primary School,Gov,Year 1,57
01 August 2011,Wanniassa Hills Primary School,Gov,Year 1,53
01 February 2011,Wanniassa Hills Primary School,Gov,Year 1,55
01 August 2010,Wanniassa Hills Primary School,Gov,Year 1,51
01 February 2010,Wanniassa Hills Primary School,Gov,Year 1,53
01 August 2009,Wanniassa Hills Primary School,Gov,Year 1,50
01 February 2009,Wanniassa Hills Primary School,Gov,Year 1,51
10 February 2023,Wanniassa Hills Primary School,Gov,Year 2,52
05 August 2022,Wanniassa Hills Primary School,Gov,Year 2,54
18 February 2022,Wanniassa Hills Primary School,Gov,Year 2,51
06 August 2021,Wanniassa Hills Primary School,Gov,Year 2,46
19 February 2021,Wanniassa Hills Primary School,Gov,Year 2,46
07 August 2020,Wanniassa Hills Primary School,Gov,Year 2,74
19 February 2020,Wanniassa Hills Primary School,Gov,Year 2,75
02 August 2019,Wanniassa Hills Primary School,Gov,Year 2,52
20 February 2019,Wanniassa Hills Primary School,Gov,Year 2,52
03 August 2018,Wanniassa Hills Primary School,Gov,Year 2,63
21 February 2018,Wanniassa Hills Primary School,Gov,Year 2,72
04 August 2017,Wanniassa Hills Primary School,Gov,Year 2,43
15 February 2017,Wanniassa Hills Primary School,Gov,Year 2,49
05 August 2016,Wanniassa Hills Primary School,Gov,Year 2,42
17 February 2016,Wanniassa Hills Primary School,Gov,Year 2,42
07 August 2015,Wanniassa Hills Primary School,Gov,Year 2,46
18 February 2015,Wanniassa Hills Primary School,Gov,Year 2,50
01 August 2014,Wanniassa Hills Primary School,Gov,Year 2,45
19 February 2014,Wanniassa Hills Primary School,Gov,Year 2,45
01 August 2013,Wanniassa Hills Primary School,Gov,Year 2,64
01 February 2013,Wanniassa Hills Primary School,Gov,Year 2,66
01 August 2012,Wanniassa Hills Primary School,Gov,Year 2,47
01 February 2012,Wanniassa Hills Primary School,Gov,Year 2,48
01 August 2011,Wanniassa Hills Primary School,Gov,Year 2,52
01 February 2011,Wanniassa Hills Primary School,Gov,Year 2,49
01 August 2010,Wanniassa Hills Primary School,Gov,Year 2,54
01 February 2010,Wanniassa Hills Primary School,Gov,Year 2,54
01 August 2009,Wanniassa Hills Primary School,Gov,Year 2,41
01 February 2009,Wanniassa Hills Primary School,Gov,Year 2,40
10 February 2023,Wanniassa Hills Primary School,Gov,Year 3,53
05 August 2022,Wanniassa Hills Primary School,Gov,Year 3,48
18 February 2022,Wanniassa Hills Primary School,Gov,Year 3,48
06 August 2021,Wanniassa Hills Primary School,Gov,Year 3,69
19 February 2021,Wanniassa Hills Primary School,Gov,Year 3,70
07 August 2020,Wanniassa Hills Primary School,Gov,Year 3,50
19 February 2020,Wanniassa Hills Primary School,Gov,Year 3,56
02 August 2019,Wanniassa Hills Primary School,Gov,Year 3,62
20 February 2019,Wanniassa Hills Primary School,Gov,Year 3,64
03 August 2018,Wanniassa Hills Primary School,Gov,Year 3,43
21 February 2018,Wanniassa Hills Primary School,Gov,Year 3,46
04 August 2017,Wanniassa Hills Primary School,Gov,Year 3,43
15 February 2017,Wanniassa Hills Primary School,Gov,Year 3,46
05 August 2016,Wanniassa Hills Primary School,Gov,Year 3,43
17 February 2016,Wanniassa Hills Primary School,Gov,Year 3,47
07 August 2015,Wanniassa Hills Primary School,Gov,Year 3,44
18 February 2015,Wanniassa Hills Primary School,Gov,Year 3,49
01 August 2014,Wanniassa Hills Primary School,Gov,Year 3,59
19 February 2014,Wanniassa Hills Primary School,Gov,Year 3,63
01 August 2013,Wanniassa Hills Primary School,Gov,Year 3,50
01 February 2013,Wanniassa Hills Primary School,Gov,Year 3,53
01 August 2012,Wanniassa Hills Primary School,Gov,Year 3,53
01 February 2012,Wanniassa Hills Primary School,Gov,Year 3,51
01 August 2011,Wanniassa Hills Primary School,Gov,Year 3,49
01 February 2011,Wanniassa Hills Primary School,Gov,Year 3,49
01 August 2010,Wanniassa Hills Primary School,Gov,Year 3,39
01 February 2010,Wanniassa Hills Primary School,Gov,Year 3,41
01 August 2009,Wanniassa Hills Primary School,Gov,Year 3,53
01 February 2009,Wanniassa Hills Primary School,Gov,Year 3,53
10 February 2023,Wanniassa Hills Primary School,Gov,Year 4,51
05 August 2022,Wanniassa Hills Primary School,Gov,Year 4,69
18 February 2022,Wanniassa Hills Primary School,Gov,Year 4,70
06 August 2021,Wanniassa Hills Primary School,Gov,Year 4,47
19 February 2021,Wanniassa Hills Primary School,Gov,Year 4,47
07 August 2020,Wanniassa Hills Primary School,Gov,Year 4,57
19 February 2020,Wanniassa Hills Primary School,Gov,Year 4,62
02 August 2019,Wanniassa Hills Primary School,Gov,Year 4,42
20 February 2019,Wanniassa Hills Primary School,Gov,Year 4,44
03 August 2018,Wanniassa Hills Primary School,Gov,Year 4,41
21 February 2018,Wanniassa Hills Primary School,Gov,Year 4,40
04 August 2017,Wanniassa Hills Primary School,Gov,Year 4,48
15 February 2017,Wanniassa Hills Primary School,Gov,Year 4,49
05 August 2016,Wanniassa Hills Primary School,Gov,Year 4,39
17 February 2016,Wanniassa Hills Primary School,Gov,Year 4,44
07 August 2015,Wanniassa Hills Primary School,Gov,Year 4,53
18 February 2015,Wanniassa Hills Primary School,Gov,Year 4,61
01 August 2014,Wanniassa Hills Primary School,Gov,Year 4,43
19 February 2014,Wanniassa Hills Primary School,Gov,Year 4,47
01 August 2013,Wanniassa Hills Primary School,Gov,Year 4,52
01 February 2013,Wanniassa Hills Primary School,Gov,Year 4,53
01 August 2012,Wanniassa Hills Primary School,Gov,Year 4,48
01 February 2012,Wanniassa Hills Primary School,Gov,Year 4,47
01 August 2011,Wanniassa Hills Primary School,Gov,Year 4,38
01 February 2011,Wanniassa Hills Primary School,Gov,Year 4,40
01 August 2010,Wanniassa Hills Primary School,Gov,Year 4,59
01 February 2010,Wanniassa Hills Primary School,Gov,Year 4,59
01 August 2009,Wanniassa Hills Primary School,Gov,Year 4,52
01 February 2009,Wanniassa Hills Primary School,Gov,Year 4,53
10 February 2023,Wanniassa Hills Primary School,Gov,Year 5,68
05 August 2022,Wanniassa Hills Primary School,Gov,Year 5,37
18 February 2022,Wanniassa Hills Primary School,Gov,Year 5,40
06 August 2021,Wanniassa Hills Primary School,Gov,Year 5,54
19 February 2021,Wanniassa Hills Primary School,Gov,Year 5,55
07 August 2020,Wanniassa Hills Primary School,Gov,Year 5,40
19 February 2020,Wanniassa Hills Primary School,Gov,Year 5,40
02 August 2019,Wanniassa Hills Primary School,Gov,Year 5,41
20 February 2019,Wanniassa Hills Primary School,Gov,Year 5,41
03 August 2018,Wanniassa Hills Primary School,Gov,Year 5,41
21 February 2018,Wanniassa Hills Primary School,Gov,Year 5,42
04 August 2017,Wanniassa Hills Primary School,Gov,Year 5,42
15 February 2017,Wanniassa Hills Primary School,Gov,Year 5,41
05 August 2016,Wanniassa Hills Primary School,Gov,Year 5,54
17 February 2016,Wanniassa Hills Primary School,Gov,Year 5,55
07 August 2015,Wanniassa Hills Primary School,Gov,Year 5,37
18 February 2015,Wanniassa Hills Primary School,Gov,Year 5,38
01 August 2014,Wanniassa Hills Primary School,Gov,Year 5,51
19 February 2014,Wanniassa Hills Primary School,Gov,Year 5,52
01 August 2013,Wanniassa Hills Primary School,Gov,Year 5,44
01 February 2013,Wanniassa Hills Primary School,Gov,Year 5,48
01 August 2012,Wanniassa Hills Primary School,Gov,Year 5,38
01 February 2012,Wanniassa Hills Primary School,Gov,Year 5,37
01 August 2011,Wanniassa Hills Primary School,Gov,Year 5,56
01 February 2011,Wanniassa Hills Primary School,Gov,Year 5,57
01 August 2010,Wanniassa Hills Primary School,Gov,Year 5,49
01 February 2010,Wanniassa Hills Primary School,Gov,Year 5,52
01 August 2009,Wanniassa Hills Primary School,Gov,Year 5,53
01 February 2009,Wanniassa Hills Primary School,Gov,Year 5,54
10 February 2023,Wanniassa Hills Primary School,Gov,Year 6,41
05 August 2022,Wanniassa Hills Primary School,Gov,year 6,52
18 February 2022,Wanniassa Hills Primary School,Gov,year 6,52
06 August 2021,Wanniassa Hills Primary School,Gov,Year 6,40
19 February 2021,Wanniassa Hills Primary School,Gov,year 6,40
07 August 2020,Wanniassa Hills Primary School,Gov,year 6,43
19 February 2020,Wanniassa Hills Primary School,Gov,year 6,45
02 August 2019,Wanniassa Hills Primary School,Gov,Year 6,42
20 February 2019,Wanniassa Hills Primary School,Gov,Year 6,42
03 August 2018,Wanniassa Hills Primary School,Gov,Year 6,43
21 February 2018,Wanniassa Hills Primary School,Gov,Year 6,42
04 August 2017,Wanniassa Hills Primary School,Gov,Year 6,54
15 February 2017,Wanniassa Hills Primary School,Gov,Year 6,55
05 August 2016,Wanniassa Hills Primary School,Gov,Year 6,36
17 February 2016,Wanniassa Hills Primary School,Gov,Year 6,34
07 August 2015,Wanniassa Hills Primary School,Gov,Year 6,50
18 February 2015,Wanniassa Hills Primary School,Gov,Year 6,56
01 August 2014,Wanniassa Hills Primary School,Gov,Year 6,41
19 February 2014,Wanniassa Hills Primary School,Gov,Year 6,45
01 August 2013,Wanniassa Hills Primary School,Gov,Year 6,36
01 February 2013,Wanniassa Hills Primary School,Gov,Year 6,36
01 August 2012,Wanniassa Hills Primary School,Gov,Year 6,54
01 February 2012,Wanniassa Hills Primary School,Gov,Year 6,55
01 August 2011,Wanniassa Hills Primary School,Gov,Year 6,47
01 February 2011,Wanniassa Hills Primary School,Gov,Year 6,47
01 August 2010,Wanniassa Hills Primary School,Gov,Year 6,54
01 February 2010,Wanniassa Hills Primary School,Gov,Year 6,56
01 August 2009,Wanniassa Hills Primary School,Gov,Year 6,43
01 February 2009,Wanniassa Hills Primary School,Gov,Year 6,44
10 February 2023,Wanniassa School,Gov,Kindergarten,28
05 August 2022,Wanniassa School,Gov,Kindergarten,33
18 February 2022,Wanniassa School,Gov,Kindergarten,33
06 August 2021,Wanniassa School,Gov,Kindergarten,26
19 February 2021,Wanniassa School,Gov,Kindergarten,29
07 August 2020,Wanniassa School,Gov,Kindergarten,34
19 February 2020,Wanniassa School,Gov,Kindergarten,34
02 August 2019,Wanniassa School,Gov,Kindergarten,36
20 February 2019,Wanniassa School,Gov,Kindergarten,35
03 August 2018,Wanniassa School,Gov,Kindergarten,32
21 February 2018,Wanniassa School,Gov,Kindergarten,29
04 August 2017,Wanniassa School,Gov,Kindergarten,42
15 February 2017,Wanniassa School,Gov,Kindergarten,43
05 August 2016,Wanniassa School,Gov,Kindergarten,31
17 February 2016,Wanniassa School,Gov,Kindergarten,27
07 August 2015,Wanniassa School,Gov,Kindergarten,31
18 February 2015,Wanniassa School,Gov,Kindergarten,30
01 August 2014,Wanniassa School,Gov,Kindergarten,36
19 February 2014,Wanniassa School,Gov,Kindergarten,34
01 August 2013,Wanniassa School,Gov,Kindergarten,37
01 February 2013,Wanniassa School,Gov,Kindergarten,33
01 August 2012,Wanniassa School,Gov,Kindergarten,29
01 February 2012,Wanniassa School,Gov,Kindergarten,30
01 August 2011,Wanniassa School,Gov,Kindergarten,29
01 February 2011,Wanniassa School,Gov,Kindergarten,31
01 August 2010,Wanniassa School,Gov,Kindergarten,29
01 February 2010,Wanniassa School,Gov,Kindergarten,30
01 August 2009,Wanniassa School,Gov,Kindergarten,29
01 February 2009,Wanniassa School,Gov,Kindergarten,28
10 February 2023,Wanniassa School,Gov,Preschool,2
10 February 2023,Wanniassa School,Gov,Preschool,31
05 August 2022,Wanniassa School,Gov,Preschool,2
05 August 2022,Wanniassa School,Gov,Preschool,34
18 February 2022,Wanniassa School,Gov,Preschool,34
06 August 2021,Wanniassa School,Gov,Preschool,42
19 February 2021,Wanniassa School,Gov,Preschool,43
07 August 2020,Wanniassa School,Gov,Preschool,43
19 February 2020,Wanniassa School,Gov,Preschool,41
02 August 2019,Wanniassa School,Gov,Preschool,43
20 February 2019,Wanniassa School,Gov,Preschool,38
03 August 2018,Wanniassa School,Gov,Preschool,41
21 February 2018,Wanniassa School,Gov,Preschool,39
21 February 2018,Wanniassa School,Gov,Preschool,1
04 August 2017,Wanniassa School,Gov,Preschool,43
15 February 2017,Wanniassa School,Gov,Preschool,44
05 August 2016,Wanniassa School,Gov,Preschool,44
17 February 2016,Wanniassa School,Gov,Preschool,43
07 August 2015,Wanniassa School,Gov,Preschool,50
18 February 2015,Wanniassa School,Gov,Preschool,50
01 August 2014,Wanniassa School,Gov,Preschool,61
19 February 2014,Wanniassa School,Gov,Preschool,54
01 August 2013,Wanniassa School,Gov,Preschool,69
01 February 2013,Wanniassa School,Gov,Preschool,71
01 August 2012,Wanniassa School,Gov,Preschool,52
01 February 2012,Wanniassa School,Gov,Preschool,45
01 August 2011,Wanniassa School,Gov,Preschool,50
01 February 2011,Wanniassa School,Gov,Preschool,41
01 August 2010,Wanniassa School,Gov,Preschool,48
01 February 2010,Wanniassa School,Gov,Preschool,47
01 August 2009,Wanniassa School,Gov,Preschool,42
01 February 2009,Wanniassa School,Gov,Preschool,39
10 February 2023,Wanniassa School,Gov,Year 1,36
05 August 2022,Wanniassa School,Gov,Year 1,28
18 February 2022,Wanniassa School,Gov,Year 1,27
06 August 2021,Wanniassa School,Gov,Year 1,26
19 February 2021,Wanniassa School,Gov,Year 1,27
07 August 2020,Wanniassa School,Gov,Year 1,33
19 February 2020,Wanniassa School,Gov,Year 1,32
02 August 2019,Wanniassa School,Gov,Year 1,33
20 February 2019,Wanniassa School,Gov,Year 1,32
03 August 2018,Wanniassa School,Gov,Year 1,39
21 February 2018,Wanniassa School,Gov,Year 1,40
04 August 2017,Wanniassa School,Gov,Year 1,29
15 February 2017,Wanniassa School,Gov,Year 1,29
05 August 2016,Wanniassa School,Gov,Year 1,32
17 February 2016,Wanniassa School,Gov,Year 1,28
07 August 2015,Wanniassa School,Gov,Year 1,37
18 February 2015,Wanniassa School,Gov,Year 1,35
01 August 2014,Wanniassa School,Gov,Year 1,30
19 February 2014,Wanniassa School,Gov,Year 1,29
01 August 2013,Wanniassa School,Gov,Year 1,28
01 February 2013,Wanniassa School,Gov,Year 1,27
01 August 2012,Wanniassa School,Gov,Year 1,29
01 February 2012,Wanniassa School,Gov,Year 1,29
01 August 2011,Wanniassa School,Gov,Year 1,28
01 February 2011,Wanniassa School,Gov,Year 1,27
01 August 2010,Wanniassa School,Gov,Year 1,26
01 February 2010,Wanniassa School,Gov,Year 1,26
01 August 2009,Wanniassa School,Gov,Year 1,26
01 February 2009,Wanniassa School,Gov,Year 1,25
10 February 2023,Wanniassa School,Gov,Year 10,56
05 August 2022,Wanniassa School,Gov,Year 10,70
18 February 2022,Wanniassa School,Gov,Year 10,75
06 August 2021,Wanniassa School,Gov,Year 10,56
19 February 2021,Wanniassa School,Gov,Year 10,54
07 August 2020,Wanniassa School,Gov,Year 10,43
19 February 2020,Wanniassa School,Gov,Year 10,44
02 August 2019,Wanniassa School,Gov,Year 10,64
20 February 2019,Wanniassa School,Gov,Year 10,63
03 August 2018,Wanniassa School,Gov,Year 10,50
21 February 2018,Wanniassa School,Gov,Year 10,54
04 August 2017,Wanniassa School,Gov,Year 10,24
15 February 2017,Wanniassa School,Gov,Year 10,24
05 August 2016,Wanniassa School,Gov,Year 10,50
17 February 2016,Wanniassa School,Gov,Year 10,52
07 August 2015,Wanniassa School,Gov,Year 10,51
18 February 2015,Wanniassa School,Gov,Year 10,49
01 August 2014,Wanniassa School,Gov,Year 10,49
19 February 2014,Wanniassa School,Gov,Year 10,50
01 August 2013,Wanniassa School,Gov,Year 10,74
01 February 2013,Wanniassa School,Gov,Year 10,69
01 August 2012,Wanniassa School,Gov,Year 10,65
01 February 2012,Wanniassa School,Gov,Year 10,66
01 August 2011,Wanniassa School,Gov,Year 10,79
01 February 2011,Wanniassa School,Gov,Year 10,84
01 August 2010,Wanniassa School,Gov,Year 10,93
01 February 2010,Wanniassa School,Gov,Year 10,96
01 August 2009,Wanniassa School,Gov,Year 10,55
01 February 2009,Wanniassa School,Gov,Year 10,59
10 February 2023,Wanniassa School,Gov,Year 2,30
05 August 2022,Wanniassa School,Gov,Year 2,28
18 February 2022,Wanniassa School,Gov,Year 2,28
06 August 2021,Wanniassa School,Gov,Year 2,31
19 February 2021,Wanniassa School,Gov,Year 2,31
07 August 2020,Wanniassa School,Gov,Year 2,30
19 February 2020,Wanniassa School,Gov,Year 2,27
02 August 2019,Wanniassa School,Gov,Year 2,33
20 February 2019,Wanniassa School,Gov,Year 2,34
03 August 2018,Wanniassa School,Gov,Year 2,27
21 February 2018,Wanniassa School,Gov,Year 2,27
04 August 2017,Wanniassa School,Gov,Year 2,30
15 February 2017,Wanniassa School,Gov,Year 2,32
05 August 2016,Wanniassa School,Gov,Year 2,38
17 February 2016,Wanniassa School,Gov,Year 2,37
07 August 2015,Wanniassa School,Gov,Year 2,29
18 February 2015,Wanniassa School,Gov,Year 2,29
01 August 2014,Wanniassa School,Gov,Year 2,32
19 February 2014,Wanniassa School,Gov,Year 2,31
01 August 2013,Wanniassa School,Gov,Year 2,28
01 February 2013,Wanniassa School,Gov,Year 2,27
01 August 2012,Wanniassa School,Gov,Year 2,26
01 February 2012,Wanniassa School,Gov,Year 2,27
01 August 2011,Wanniassa School,Gov,Year 2,27
01 February 2011,Wanniassa School,Gov,Year 2,27
01 August 2010,Wanniassa School,Gov,Year 2,32
01 February 2010,Wanniassa School,Gov,Year 2,29
01 August 2009,Wanniassa School,Gov,Year 2,24
01 February 2009,Wanniassa School,Gov,Year 2,25
10 February 2023,Wanniassa School,Gov,Year 3,28
05 August 2022,Wanniassa School,Gov,Year 3,30
18 February 2022,Wanniassa School,Gov,Year 3,31
06 August 2021,Wanniassa School,Gov,Year 3,33
19 February 2021,Wanniassa School,Gov,Year 3,33
07 August 2020,Wanniassa School,Gov,Year 3,34
19 February 2020,Wanniassa School,Gov,Year 3,34
02 August 2019,Wanniassa School,Gov,Year 3,33
20 February 2019,Wanniassa School,Gov,Year 3,32
03 August 2018,Wanniassa School,Gov,Year 3,33
21 February 2018,Wanniassa School,Gov,Year 3,33
04 August 2017,Wanniassa School,Gov,Year 3,33
15 February 2017,Wanniassa School,Gov,Year 3,34
05 August 2016,Wanniassa School,Gov,Year 3,33
17 February 2016,Wanniassa School,Gov,Year 3,28
07 August 2015,Wanniassa School,Gov,Year 3,32
18 February 2015,Wanniassa School,Gov,Year 3,30
01 August 2014,Wanniassa School,Gov,Year 3,27
19 February 2014,Wanniassa School,Gov,Year 3,29
01 August 2013,Wanniassa School,Gov,Year 3,31
01 February 2013,Wanniassa School,Gov,Year 3,31
01 August 2012,Wanniassa School,Gov,Year 3,25
01 February 2012,Wanniassa School,Gov,Year 3,25
01 August 2011,Wanniassa School,Gov,Year 3,30
01 February 2011,Wanniassa School,Gov,Year 3,30
01 August 2010,Wanniassa School,Gov,Year 3,27
01 February 2010,Wanniassa School,Gov,Year 3,27
01 August 2009,Wanniassa School,Gov,Year 3,30
01 February 2009,Wanniassa School,Gov,Year 3,29
10 February 2023,Wanniassa School,Gov,Year 4,26
05 August 2022,Wanniassa School,Gov,Year 4,27
18 February 2022,Wanniassa School,Gov,Year 4,28
06 August 2021,Wanniassa School,Gov,Year 4,36
19 February 2021,Wanniassa School,Gov,Year 4,35
07 August 2020,Wanniassa School,Gov,Year 4,35
19 February 2020,Wanniassa School,Gov,Year 4,35
02 August 2019,Wanniassa School,Gov,Year 4,33
20 February 2019,Wanniassa School,Gov,Year 4,33
03 August 2018,Wanniassa School,Gov,Year 4,30
21 February 2018,Wanniassa School,Gov,Year 4,31
04 August 2017,Wanniassa School,Gov,Year 4,29
15 February 2017,Wanniassa School,Gov,Year 4,31
05 August 2016,Wanniassa School,Gov,Year 4,31
17 February 2016,Wanniassa School,Gov,Year 4,29
07 August 2015,Wanniassa School,Gov,Year 4,30
18 February 2015,Wanniassa School,Gov,Year 4,29
01 August 2014,Wanniassa School,Gov,Year 4,33
19 February 2014,Wanniassa School,Gov,Year 4,29
01 August 2013,Wanniassa School,Gov,Year 4,26
01 February 2013,Wanniassa School,Gov,Year 4,26
01 August 2012,Wanniassa School,Gov,Year 4,33
01 February 2012,Wanniassa School,Gov,Year 4,33
01 August 2011,Wanniassa School,Gov,Year 4,30
01 February 2011,Wanniassa School,Gov,Year 4,28
01 August 2010,Wanniassa School,Gov,Year 4,37
01 February 2010,Wanniassa School,Gov,Year 4,35
01 August 2009,Wanniassa School,Gov,Year 4,33
01 February 2009,Wanniassa School,Gov,Year 4,33
10 February 2023,Wanniassa School,Gov,Year 5,26
05 August 2022,Wanniassa School,Gov,Year 5,35
18 February 2022,Wanniassa School,Gov,Year 5,35
